"Timestamp","Event time (seconds)","Thread","Thread-id","Level","Category","File:Line","Message"
"Dec/17/2017 14:44:45.386","26","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Successfully switched  to //iframe[@scrolling='no'] frame",""
"Dec/17/2017 14:44:45.526","26","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","TATA Messaging Home Page appear/loaded successfully",""
"Dec/17/2017 14:44:45.527","26","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","TATA Messaging Home Page appear/loaded successfully",""
"Dec/17/2017 14:44:45.557","26","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","After Login Screen verified sucessfully",""
"Dec/17/2017 14:44:45.558","26","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","After Login Screen verified sucessfully",""
"Dec/17/2017 14:44:45.627","26","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Successfully switched  to //iframe[@name='bottom'] frame",""
"Dec/17/2017 14:44:45.627","26","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Successfully switched  to //iframe[@name='bottom'] frame",""
"Dec/17/2017 14:44:45.688","26","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Successfully switched  to index frame",""
"Dec/17/2017 14:44:45.689","26","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Successfully switched  to index frame",""
"Dec/17/2017 14:44:45.689","26","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Navigation Bar appear/loaded successfully",""
"Dec/17/2017 14:44:45.689","26","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Navigation Bar appear/loaded successfully",""
"Dec/17/2017 14:44:47.950","29","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Product Provisioning page opened sucessfully",""
"Dec/17/2017 14:44:47.950","29","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Product Provisioning page opened sucessfully",""
"Dec/17/2017 14:44:48.009","29","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Successfully switched  to bottom frame",""
"Dec/17/2017 14:44:48.010","29","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Successfully switched  to bottom frame",""
"Dec/17/2017 14:44:48.068","29","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Successfully switched  to target frame",""
"Dec/17/2017 14:44:48.069","29","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Successfully switched  to target frame",""
"Dec/17/2017 14:44:49.348","30","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Selected - 'MMX-Service' from the dropdown",""
"Dec/17/2017 14:44:49.349","30","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Selected - 'MMX-Service' from the dropdown",""
"Dec/17/2017 14:44:49.367","30","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237"," Page loaded successfully",""
"Dec/17/2017 14:44:49.367","30","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43"," Page loaded successfully",""
"Dec/17/2017 14:44:51.764","33","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Product_Provisioning_DisplayBtn - having xpath 'By.xpath: //input[@id='displayButton']' clicked sucessfully",""
"Dec/17/2017 14:44:51.765","33","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Product_Provisioning_DisplayBtn - having xpath 'By.xpath: //input[@id='displayButton']' clicked sucessfully",""
"Dec/17/2017 14:44:51.766","33","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","AllfilesInFolder :1",""
"Dec/17/2017 14:44:51.767","33","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","AllfilesInFolder :1",""
"Dec/17/2017 14:44:51.767","33","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","file: MxDirect-17-Dec-2017 08_41_22.csv",""
"Dec/17/2017 14:44:51.768","33","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","file: MxDirect-17-Dec-2017 08_41_22.csv",""
"Dec/17/2017 14:44:51.771","33","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","deleted all files from download loaction",""
"Dec/17/2017 14:44:51.771","33","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","deleted all files from download loaction",""
"Dec/17/2017 14:44:53.105","34","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Product_Provisioning_ExportBtn - having xpath 'By.xpath: //a[@title='Export']' clicked sucessfully",""
"Dec/17/2017 14:44:53.105","34","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Product_Provisioning_ExportBtn - having xpath 'By.xpath: //a[@title='Export']' clicked sucessfully",""
"Dec/17/2017 14:44:53.120","34","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Product Provisioning Page loaded successfully",""
"Dec/17/2017 14:44:53.121","34","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Product Provisioning Page loaded successfully",""
"Dec/17/2017 14:44:55.122","36","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","checking for download completed",""
"Dec/17/2017 14:44:55.123","36","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","checking for download completed",""
"Dec/17/2017 14:44:55.131","36","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","no downloads pending",""
"Dec/17/2017 14:44:55.132","36","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","no downloads pending",""
"Dec/17/2017 14:44:55.133","36","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","dowloaded file path: C:\selenium\files\MMX-Service-17-Dec-2017 09_14_51.csv",""
"Dec/17/2017 14:44:55.133","36","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","dowloaded file path: C:\selenium\files\MMX-Service-17-Dec-2017 09_14_51.csv",""
"Dec/17/2017 14:44:55.668","36","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","Successfully switched  to //iframe[@scrolling='no'] frame",""
"Dec/17/2017 14:44:55.669","36","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","Successfully switched  to //iframe[@scrolling='no'] frame",""
"Dec/17/2017 14:44:56.934","38","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:237","logout Successful",""
"Dec/17/2017 14:44:56.935","38","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","logout Successful",""
"Dec/17/2017 14:44:56.937","38","main","1","INFO","com.tata.selenium.utils.CommonUtils","CommonUtils.java:266","LogStatus pass",""
"Dec/17/2017 14:44:56.943","38","main","1","INFO","com.tata.selenium.utils.Log","Log.java:43","App Logout :: afterClass() method invoked...",""
"Dec/17/2017 14:44:56.944","38","main","1","INFO","com.tata.selenium.utils.Log","Log.java:33","XXXXXXXXXXXXXXXXXXXXXXX             TC_08 -------E---N---D-             XXXXXXXXXXXXXXXXXXXXXX",""
"Dec/17/2017 14:44:56.945","38","main","1","INFO","com.tata.selenium.utils.Log","Log.java:35","X",""
"Dec/17/2017 14:44:56.945","38","main","1","INFO","com.tata.selenium.utils.Log","Log.java:36","X",""
"Dec/17/2017 14:44:56.946","38","main","1","INFO","com.tata.selenium.utils.Log","Log.java:37","X",""
"Dec/17/2017 14:44:56.946","38","main","1","INFO","com.tata.selenium.utils.Log","Log.java:38","X",""
